улица Ольдеевская;74;2021-06-12 22:02:42.455000;Нужна нам всем жителям деревни Дорога!!;56.0915768 47.4856415;1586;-400;[1586];Благоустройство и инфраструктура;0
проспект Ленина;25;2021-06-07 18:55:59.315000;Навести порядок и обустроить место для ТБО.;56.1245246 47.25269426370184;1587;-200;[1587, 2132];Благоустройство и инфраструктура;0
переулок Ягодный;7;2021-06-07 22:23:15.328000;поменять в доме провода, щиток опасный.нужен кап.ремонт;56.1106378 47.22382545;1588;-400;[1588];Благоустройство и инфраструктура;0
бульвар Гидростроителей;4;2021-06-14 17:28:44.314000;Большая комиссия при оплате КУ на почте, приходили проверять вентиляцию, через 10 мин озвучили сумму 5000, не выполнив работу(мошенники) ;56.12395965 47.489585205346046;1589;309;[1589, 2743, 3727, 6225, 6841, 6943, 7011, 8617];Благоустройство и инфраструктура;0
улица Винокурова;71;2021-06-08 21:04:29.372000;Поменять бордюры. Скамейки поставили под окнами. Скамейки поставить с одной стороны. Скамейки поставить подальше от домов ;56.109365999999994 47.467359950413226;1590;450;[1590, 1660, 1753, 1754, 2284, 4337, 5371, 5709, 5937, 6278, 7934];Благоустройство и инфраструктура;0
улица Эльгера;17;2021-06-07 11:38:43.309000;Социальная помощь инвалидам. ;56.14711175 47.177602209608885;1591;572;[1591, 1836, 2212, 2276, 2321, 3021, 4342, 4498, 5383, 5584, 6391, 7701, 7860, 7996];Благоустройство и инфраструктура;0
улица П.В.Дементьева;22;2021-06-09 11:28:13.169000;спорт площадки, мало деревьев;56.11663285 47.2199665118937;1592;360;[1592, 2385, 3200, 4798, 5525, 5618, 7183, 7804, 8461];Благоустройство и инфраструктура;0
бульвар Эгерский;25;2021-06-11 23:14:46.048000;Благоустройство дет. площадки.;56.103819349999995 47.27836073731258;1594;248;[1594, 4433, 5402, 6648, 7674, 7867, 8009];Благоустройство и инфраструктура;0
улица Чернышевского;27;2021-06-07 23:31:02.995000;Мало школ, банкоматов;56.1228171 47.177637224657886;1596;1596;[1596, 1774, 1775, 1932, 1933, 1936, 2631, 3015, 3016, 3362, 3625, 4020, 4462, 4792, 4954, 5322, 5636, 5637, 5668, 5805, 6415, 6621, 6913, 7365, 7432, 7752, 7830, 8084, 8085, 8086, 8142, 8441, 8623, 8971, 9093, 9121, 9468, 9700, 9709];Благоустройство и инфраструктура;0
улица 10 Пятилетки;46;2021-06-09 23:30:17.596000;Благоустройство 10-й Пятилетки;56.1080719 47.462849750000004;1598;1146;[1598, 1687, 2008, 2590, 3124, 3814, 4174, 4475, 4516, 4800, 4812, 4920, 5085, 5332, 5486, 5928, 5981, 6150, 7266, 7351, 7745, 7929, 8319, 8325, 8346, 8361, 8923, 9040];Благоустройство и инфраструктура;0
улица Бичурина;8;2021-06-05 22:00:32.650000;Нужны скамейки. Ремонт дороги.;56.08276065 47.28149590121962;1599;819;[1599, 2095, 2428, 2781, 2933, 3094, 4034, 4161, 4680, 4681, 5112, 5156, 6723, 6995, 7311, 7593, 7635, 7667, 7925, 9062];Дороги;0
улица Ахазова;3;2021-06-06 21:59:56.529000;Благоустроить дворовую территорию ( детскую площадку), дорога. ;56.145323899999994 47.17167535;1600;696;[1600, 1733, 3109, 3768, 3769, 4684, 4838, 4919, 5697, 6288, 6716, 6815, 7603, 7794, 7799, 8958, 8974];Благоустройство и инфраструктура;0
улица Советская;12;2021-06-08 14:46:47.742000;Отремонтировать дорогу перед домом;56.1461683 47.2477606;1601;409;[1601, 2324, 2608, 2935, 2958, 5849, 6018, 6371, 7171, 8577];Благоустройство и инфраструктура;0
улица Комсомольская;12;2021-06-14 18:47:08.284000;Ремонт дороги, обустройство детской площадки;56.0702627 47.224586373525284;1602;100;[1602, 5290, 6306, 6582, 8369];Благоустройство и инфраструктура;0
улица Энтузиастов;15;2021-06-10 15:43:40.599000;больше внимания пенсионерам, и помогали отремонтировать их квартиры;56.124086750000004 47.194748531361526;1604;1689;[1603, 1604, 2050, 2051, 2505, 2506, 2905, 2906, 3423, 3955, 3956, 4120, 4121, 4203, 4204, 4300, 4301, 4937, 4938, 6516, 6517, 6591, 6836, 6837, 6984, 6985, 7356, 7357, 7361, 8091, 9414, 9415, 9639];Благоустройство и инфраструктура;0
бульвар Юго-Западный;10;2021-06-07 12:45:39.095000;Ухоженные площадки, хорошие дороги, летом - благоустроенные дворы, зимой - каток или хоккейная площадка для детей;56.11813765 47.18729100382279;1606;0;[1606, 1724, 2427, 6741];Благоустройство и инфраструктура;0
улица Комсомольская;22;2021-06-14 19:12:21.123000;Посадить кустарники;56.069097549999995 47.22292660029204;1609;100;[1609, 1678, 1878, 2367, 2966];Благоустройство и инфраструктура;0
проспект Мира;23;2021-06-09 00:03:55.087000;хорошие з/п и пенсию;56.107335750000004 47.26566950087423;1610;1024;[1610, 1611, 1643, 3230, 3577, 3780, 3945, 4178, 4439, 4633, 5089, 5607, 6316, 6557, 6631, 6644, 6766, 7618, 7758, 7775, 7880, 7926, 8455, 8537, 8625];Благоустройство и инфраструктура;0
улица Советская;73;2021-06-11 23:37:56.532000;Навести порядок со стороны Советской 77 (стоматология). Всегда грязно, нет тротуаров! Нет дороги к остановке.;56.1461683 47.2477606;1612;409;[1612, 2567, 3308, 3309, 4613, 5713, 7868, 9724, 9725, 9726];Благоустройство и инфраструктура;0
улица Эльгера;16;2021-06-06 16:31:57.560000;Ремонт  подъезда по улице Эльгера дом 16.;56.1438573 47.180553450000005;1613;1760;[1613, 1662, 2528, 2555, 2614, 3096, 3097, 3162, 3414, 3535, 4166, 4219, 4336, 4407, 4749, 4750, 4896, 5030, 5539, 5658, 5982, 6309, 6342, 6408, 6461, 6528, 6927, 6936, 7028, 7049, 7462, 7542, 8138, 8246, 8929, 8979, 9085, 9102, 9439, 9440, 9568, 9599, 9673];Благоустройство и инфраструктура;0
улица Коммунистическая;24;2021-06-09 12:25:54.874000;Прошу принять меры в отношении жильцов нашего дома, т.к. выбрасывают мусор прямо из окон квартир верхних этажей. Вокруг дома полное антисанитария, просим принят меры за бездействие к УК. В зимнее время гололед, сосульки не огораживают, уборка подъезда очень редко.;56.1153803 47.500523699999995;1614;1187;[1614, 1844, 1882, 1930, 2191, 2572, 2658, 2791, 3130, 3226, 4239, 4269, 4494, 5771, 6033, 6300, 6450, 6780, 6852, 7029, 7341, 8176, 8230, 8234, 8242, 8243, 8711, 9252, 9377];Жилищно-коммунальные услуги;0
улица Яноушека;1;2021-06-05 21:55:56.499000;дет.площадку;56.1222081 47.19871365;1615;248;[1615, 4465, 4772, 5297, 5432, 5789, 7010];Благоустройство и инфраструктура;0
улица П.В.Дементьева;18/3;2021-06-08 09:38:54.429000;парк, заменить покрытие дет.площадки, увеличить парковку;56.1166211 47.2174021;1616;696;[1616, 2291, 2300, 2380, 2835, 3245, 4598, 4689, 5105, 5382, 5619, 5620, 7098, 7876, 8197, 8553, 9060];Благоустройство и инфраструктура;0
улица Энгельса;1/2;2021-06-09 11:40:44.105000;сделать ремонт дорог вокруг домов 1к1 1к2 1к3 по энгельса;56.129009 47.2524466;1618;0;[1618, 1799, 3279, 3558];Дороги;0
проспект Тракторостроителей;45;2021-06-10 03:44:26.715000;Парковка;56.1029816 47.3072247274994;1619;1269;[1619, 2000, 2512, 2513, 2514, 2536, 2792, 2824, 2827, 3281, 3493, 3494, 3630, 3631, 3645, 5489, 5816, 5995, 6593, 6767, 7026, 7118, 7800, 7805, 7821, 8168, 8169, 8231, 8232, 8265, 9022];Дороги;0
проспект Мира;90;2021-06-09 11:01:14.871000;Поменять на этажах балконные двери, поставить пластиковые окна,домофон.;56.10937115 47.265923160384816;1620;819;[1620, 1696, 2046, 2148, 2451, 2452, 2537, 2613, 3062, 3314, 3576, 4382, 4794, 5585, 5973, 7544, 7941, 8567, 8702, 9170];Благоустройство и инфраструктура;0
улица Шумилова;12/1;2021-06-13 00:39:30.588000;Благоустроить детскую площадку, дополнить детскими качелями, тренажёрами.;56.1028128 47.2852149;1621;-200;[1621, 9325];Благоустройство и инфраструктура;0
проспект 9-й Пятилетки;30;2021-06-12 08:53:03.268000;Перенос проезжей части ближе к соседнему дому;56.0952949 47.284423232113625;1623;1064;[1623, 1964, 2112, 2850, 2895, 2999, 4110, 4241, 4660, 4891, 5040, 5792, 5905, 7267, 7294, 7371, 7463, 7525, 7658, 7743, 7773, 7935, 8215, 8745, 8799, 8886];Благоустройство и инфраструктура;0
улица Терешковой;17;2021-06-12 09:03:42.449000;Просим установить лежачий полицейский и детскую площадку;56.11541325 47.49313592876024;1624;532;[1624, 2060, 2167, 3517, 3865, 3925, 4232, 4644, 6079, 6267, 7491, 7842, 8207];Благоустройство и инфраструктура;0
улица Эльгера;26;2021-06-12 17:08:05.862000;Поменять коммуникационный стояк. ;56.14625115 47.18094065;1628;1310;[1628, 1652, 1946, 2445, 2622, 3285, 3368, 3743, 3911, 4316, 4850, 4939, 5470, 5629, 6220, 6299, 6673, 6698, 6743, 6746, 6925, 7140, 7448, 8282, 8321, 8334, 8913, 9120, 9158, 9510, 9647, 9899];Благоустройство и инфраструктура;0
улица И.П.Прокопьева;16;2021-06-09 00:05:19.579000;Жалоб нет;56.13003085 47.38904613542117;1629;360;[1629, 3781, 4557, 4719, 4942, 5878, 5954, 8367, 8418];Благоустройство и инфраструктура;0
улица Терешковой;12;2021-06-10 12:57:36.461000;Дезинфекция тараканов, клопов, ремонт подъездов;56.11499895 47.496351000000004;1632;180;[1632, 1750, 5294, 6915, 7136, 8205];Благоустройство и инфраструктура;0
улица Солнечная;26;2021-06-05 15:49:29.672000;Уменьшить пенсионный возраст, увеличить размер минимальной зарплаты;56.0997211 47.2185272;1633;-300;[1633];Благоустройство и инфраструктура;0
бульвар Гидростроителей;2;2021-06-14 14:38:17.807000;Сделать дорогу, ремонт лифтов и подъездов;56.124655700000005 47.49050353584751;1634;777;[1634, 1672, 2647, 2852, 3482, 3643, 4062, 4358, 5437, 6166, 6396, 6939, 7196, 7702, 7954, 8240, 8767, 9003, 9096];Дороги;0
улица Текстильщиков;12;2021-06-06 20:28:39.508000;Капитальный ремонт в подъезде;56.1437591 47.27270567497551;1635;100;[1635, 2047, 4487, 5298, 5517];Жилищно-коммунальные услуги;0
улица Чернышевского;26;2021-06-07 19:53:57.806000;Сделать ремонт придомовой дороги по ул. Чернышевского 26;56.11971465 47.17527071411837;1636;941;[1636, 3334, 3751, 4128, 4295, 4349, 4350, 4604, 4808, 4869, 4870, 4967, 5005, 5721, 6005, 6466, 6664, 7256, 7387, 7401, 7476, 9264, 9271];Благоустройство и инфраструктура;0
улица Коммунистическая;26;2021-06-10 14:42:07.505000;МАФ;56.11438295 47.49936657705686;1637;248;[1637, 1832, 2192, 2326, 3202, 6346, 7501];Благоустройство и инфраструктура;0
улица Николая Гастелло;9;2021-06-08 16:03:09.291000;Обновить детскую площадку;56.10776455 47.31525555;1638;532;[1638, 2194, 2268, 4211, 6045, 6761, 6996, 7112, 7113, 7121, 7352, 7688, 8772];Благоустройство и инфраструктура;0
улица Богдана Хмельницкого;37;2021-06-17 13:05:34.529000;Установить детскую площадку;56.12865195 47.23312846613079;1639;409;[1639, 1973, 2042, 2559, 3366, 3388, 5411, 5579, 6416, 9038];Благоустройство и инфраструктура;0
улица Эльгера;14;2021-06-08 21:39:38.509000;Обновить детскую площадку ;56.1433386 47.18155217604025;1642;309;[1642, 4946, 5086, 5554, 6252, 6805, 8633, 9432];Благоустройство и инфраструктура;0
проспект Тракторостроителей;54;2021-06-06 16:33:17.513000;Засыпать торфом вдоль отремонтированных дорожек у домов 54 и 52;56.103765100000004 47.315924871313975;1644;1105;[1644, 1704, 2099, 2759, 2877, 3225, 3934, 4118, 4570, 4693, 4725, 5395, 5538, 5997, 6649, 6863, 7070, 7124, 7414, 7506, 7516, 7739, 7988, 8000, 8736, 9767, 9835];Благоустройство и инфраструктура;0
улица Парижской Коммуны;2;2021-06-06 01:20:15.458000;дет.площадка для дете постарше;56.1259295 47.22366657302842;1645;777;[1645, 2805, 2813, 3252, 3990, 4802, 4916, 5052, 5967, 6012, 6052, 6218, 6221, 6807, 6850, 6988, 7216, 7483, 7668];Благоустройство и инфраструктура;0
бульвар Зеленый;10;2021-06-12 09:27:11.961000;Обновить детскую площадку во дворе;56.11400905 47.482158999999996;1646;-100;[1646, 6339, 6801];Благоустройство и инфраструктура;0
улица Университетская;28;2021-06-08 21:09:51.156000;Нужна детская площадка. ;56.139510650000005 47.16279015635352;1648;655;[1648, 1725, 2289, 3175, 3549, 3670, 4004, 4005, 4050, 4274, 6250, 8501, 9084, 9210, 9476, 9786];Благоустройство и инфраструктура;0
улица Константина Иванова;79/16;2021-06-07 16:09:37.771000;сделать ремонт в подъезде в доме давно никто не убирает;56.149178 47.23096550423542;1649;100;[1649, 4025, 4119, 4215, 4853];Жилищно-коммунальные услуги;0
улица Космонавта Николаева А.Г.;30/1;2021-06-14 00:16:31.328000;Нужна детская площадка;56.1319788 47.2844612;1650;-100;[1650, 4180, 6848];Благоустройство и инфраструктура;0
улица Космонавта Николаева А.Г.;46/1;2021-06-07 13:38:07.310000;Ремонт дорог во дворе;56.1319788 47.2844612;1651;1187;[1651, 1745, 2357, 2742, 3142, 3154, 3320, 4185, 4463, 4489, 4904, 5791, 5846, 6032, 6095, 6246, 6982, 7035, 7307, 7342, 7839, 7905, 8613, 8794, 8934, 8999, 9053, 9244, 9530];Дороги;0
улица Декабристов;16;2021-06-05 19:42:59.922000;Ремонт дорог во дворе;56.133937200000005 47.2786648;1653;100;[1653, 2498, 5063, 5671, 6728];Дороги;0
улица Красина;10;2021-06-05 11:46:03.069000;Благоустройство двора по адресу ул. Красина 10. В стоках с крыши привести порядок возле 2 и 3 подъездов.;56.14899805 47.22319227357347;1654;-200;[1654, 8202];Благоустройство и инфраструктура;0
проспект 9-й Пятилетки;24;2021-06-13 01:11:50.541000;Деревья, которые сильно сгибаются, есть вероятность, что при сильном ветре могу упасть на людей. Хотим, чтобы их срезали.;56.0957458 47.27984827068015;1655;-200;[1655, 1656];Благоустройство и инфраструктура;0
улица Терешковой;14;2021-06-10 14:38:51.129000;"""Обработка подвала, очистит вытяжки от голубиных гнезд. Ремонт подъезда. Почему отменили остановку у """"Кристалла""""? """;56.115705399999996 47.49631831173709;1658;696;[1658, 1912, 1974, 3536, 3960, 4926, 6071, 6078, 6567, 7333, 7837, 8078, 8606, 8956, 9336, 9366, 9529];Благоустройство и инфраструктура;0
улица Лебедева;1;2021-06-12 16:19:15.339000;Обустроить детскую площадку по адресу улица Лебедева дом 1.;56.14828115 47.1682765704653;1659;-200;[1659, 3895];Благоустройство и инфраструктура;0
бульвар Эгерский;16/1;2021-06-06 21:48:02.034000;Принять меры по поводу почернения овощей на дачах;56.0978679 47.2838375;1661;248;[1661, 2110, 2698, 5901, 7066, 7933, 8562];Благоустройство и инфраструктура;0
улица Чапаева;5;2021-06-08 20:30:53.038000;Хочу чтоб поставили новую детскую площадку между Чапаева д 5 и Чапаева д 5к1,детям негде играть.;56.127854 47.2594046;1663;-300;[1663];Благоустройство и инфраструктура;0
улица Хевешская;9;2021-06-08 18:46:57.747000;вдоль гаражей отремонтировать дорогу;56.1056516 47.267513634171515;1664;-100;[1664, 2776, 3259];Дороги;0
бульвар А.Миттова;41;2021-06-12 10:11:26.678000;Сделать косметический ремонт в подъезде и заменить лифты (в ужасном состоянии);56.109400449999995 47.18806273419402;1665;-300;[1665];Жилищно-коммунальные услуги;0
улица Ахазова;6;2021-06-12 16:24:59.881000;Ремонт труб, заменить на новые. Площадка для детей. Парковка. Вырубить деревья. ;56.14396895 47.175386950000004;1666;0;[1666, 5078, 6247, 6920];Благоустройство и инфраструктура;0
бульвар Речной;3/1;2021-06-09 07:04:53.483000;"""Я предлагаю сделать тротуарную дорожку от Речного бульвара до набережной, т.к. дорога после """"Сокола"""" заканчивается со стороны Волги и многие люди идут по дороге где ездят машины""";56.1238898 47.5064618;1667;450;[1667, 1884, 2504, 4401, 4402, 4513, 5463, 6184, 6661, 7500, 7671];Дороги;0
бульвар А.Миттова;25;2021-06-11 11:01:49.485000;Прошу установить доп.стоянки для авто около нашего дома;56.111837550000004 47.19172101523437;1668;532;[1668, 1700, 1701, 2670, 2821, 2910, 4637, 4638, 5900, 6110, 6821, 8101, 8102];Дороги;0
бульвар Зеленый;7;2021-06-05 22:30:06.791000;В дворе нет места для мусорных контейнеров. контейнеру катаются по двору, нет парковочных мест для машин, не везде подстригаются переросшие деревью, некачественно отремонтированная крыша дома, подъезд весь в подтеках, плесени, и квартира тоже. В подьезде постоянно горит свет, плохо моют подьезд;56.11057365 47.486036;1669;100;[1669, 4190, 4496, 4804, 8631];Благоустройство и инфраструктура;0
бульвар Речной;4/3;2021-06-09 09:32:22.335000;Дороги и пенсия повышения, парковки;56.1238898 47.5064618;1671;309;[1671, 2900, 3331, 4893, 5596, 5910, 6384, 6817];Дороги;0
улица Мате Залка;11;2021-06-07 09:12:55.394000;Прошу установить площадку для детей по адресу М.Залка 11-178;56.117457900000005 47.18025375159416;1673;655;[1673, 2238, 2519, 2561, 3119, 3454, 3629, 4673, 6098, 7114, 7316, 7580, 7666, 7991, 8738, 9221];Благоустройство и инфраструктура;0
проспект Мира;88Б;2021-06-12 17:43:29.150000;Благоустройство территории от подземного перехода до нового автовокзала.;56.1105183 47.263584067567834;1674;2539;[1674, 1742, 2044, 2159, 2294, 2558, 2730, 2925, 3030, 3150, 3563, 3567, 3597, 3736, 3851, 3891, 3958, 4037, 4191, 4587, 5175, 5178, 5302, 5331, 5393, 5602, 5682, 5801, 6008, 6082, 6176, 6205, 6318, 6438, 6483, 6531, 6577, 6659, 6838, 6860, 6878, 6947, 6948, 6955, 7001, 7440, 7441, 7479, 7609, 7889, 8028, 8041, 8123, 8535, 8693, 8717, 9258, 9487, 9615, 9670, 9793, 9911];Благоустройство и инфраструктура;0
проспект Тракторостроителей;71;2021-06-08 21:21:00.148000;Заняться газонами, ввести штрафы за хождение по ним;56.10607495 47.31775439876519;1675;1392;[1675, 1833, 1896, 1947, 2265, 2479, 2713, 3112, 3125, 3176, 3521, 4138, 4139, 4147, 4179, 4626, 4832, 5471, 6378, 7074, 7081, 7119, 7141, 7523, 7675, 7813, 7858, 8365, 8616, 8669, 8714, 8877, 9046, 9493];Жилищно-коммунальные услуги;0
проспект Тракторостроителей;5;2021-06-07 00:20:01.278000;"""Шум возле кафе """"Парковка""""""";56.09959875 47.285743021856035;1677;360;[1677, 2013, 2297, 2381, 2456, 3075, 6021, 6494, 9180];Благоустройство и инфраструктура;0
улица Пролетарская;5;2021-06-07 21:49:23.020000;Обустроить детскую площадку. Асфальтировать дорогу во дворе.;56.10505055 47.29830592578023;1679;2825;[1679, 1680, 1817, 1842, 1843, 1951, 2080, 2081, 2210, 2601, 2650, 2651, 2777, 2823, 3348, 3372, 3404, 3405, 3483, 3716, 3752, 3753, 3999, 4380, 4707, 4720, 4721, 4865, 5378, 5389, 5570, 5684, 6160, 6179, 6180, 6325, 6464, 6465, 6595, 6683, 6684, 6718, 6719, 6724, 6787, 7014, 7015, 7076, 7091, 7132, 7261, 7364, 7652, 7781, 7886, 8210, 8413, 8414, 8569, 8946, 8947, 9301, 9360, 9370, 9371, 9372, 9373, 9750, 9792];Благоустройство и инфраструктура;0
улица Кадыкова;11;2021-06-08 20:24:47.403000;Сделать дорогу;56.10504015 47.299885121759985;1681;409;[1681, 4136, 5340, 6489, 7329, 7680, 7806, 8063, 9185, 9442];Дороги;0
бульвар А.Миттова;27;2021-06-11 09:07:41.893000;"""Хотелось бы, чтобы рядом с домом был установлен терминал """"Сбербанк""""(снять и положить деньги) и ВТБ""";56.1125161 47.19109658524496;1683;248;[1683, 1759, 1760, 4998, 5433, 6598, 6599];Благоустройство и инфраструктура;0
проспект Тракторостроителей;67;2021-06-10 01:59:16.044000;Снижение цен на потребительские товары и проезд по городу. Льготы на лекарства, медицинское обслуживание;56.10726075 47.316163230824216;1684;1269;[1684, 1769, 1954, 1955, 1971, 2846, 3037, 3402, 3550, 3823, 3991, 4114, 4276, 4299, 4394, 4484, 4902, 4986, 5593, 5821, 6207, 7676, 7824, 7949, 7973, 8226, 9017, 9294, 9320, 9526, 9813];Дороги;0
улица Композитора Максимова;2;2021-06-10 15:00:11.875000;дорги по аллее, вокруг дома;56.12443835 47.19719807794789;1685;180;[1685, 2312, 2313, 4375, 7137, 9502];Благоустройство и инфраструктура;0
бульвар Юности;19;2021-06-08 19:25:47.428000;Дорога плохая возле дома, требует ремонта. Освещение по аллее ;56.138628049999994 47.158062210100326;1686;0;[1686, 2424, 3603, 4054];Благоустройство и инфраструктура;0
проспект Мира;37;2021-06-08 21:27:38.595000;убрать строительный мусор у д 37 по пр.мира , обгородить двор, построить детскую площадку ;56.10492655 47.26358227230528;1688;409;[1688, 2015, 3758, 4751, 5783, 6182, 6323, 7615, 7774, 8035];Благоустройство и инфраструктура;0
улица Воинов интернационалистов;11;2021-06-05 15:08:04.717000;Сделать почтовые ящики;56.11806345 47.44524607968051;1690;100;[1690, 2637, 3488, 5129, 5293];Жилищно-коммунальные услуги;0
проезд Энергетиков;12;2021-06-14 16:06:56.103000;Ремонт дорог;56.14513305 47.28371655269236;1691;-400;[1691];Дороги;0
улица Ахазова;1;2021-06-06 21:33:37.795000;Отремонтировать крышу, поменять лифт. ;56.14539845 47.170393474356224;1692;-200;[1692, 3575];Жилищно-коммунальные услуги;0
бульвар Эгерский;6/1;2021-06-06 22:05:10.788000;Ремонт в подъезде;56.0978679 47.2838375;1693;491;[1693, 1695, 2049, 2566, 5025, 5036, 5485, 5968, 6414, 7077, 8337, 8382];Жилищно-коммунальные услуги;0
улица Мичмана Павлова;66;2021-06-15 16:54:59.033000;Парковочные места во дворе М.Павлова. в школе 48 обновить срочно входные двери и окна и классы;56.13812155 47.165186364544894;1694;-100;[1694, 2182, 2197];Благоустройство и инфраструктура;0
улица Строителей;23/1;2021-06-05 10:49:59.672000;Во дворе установить спортивную баскетбольную площадку;56.1126148 47.240248;1697;777;[1697, 2889, 3691, 3722, 3840, 5081, 5381, 5943, 6039, 6128, 6227, 6515, 6554, 7017, 7459, 7576, 7958, 8284, 8417];Благоустройство и инфраструктура;0
улица Винокурова;69;2021-06-08 08:54:30.439000;Поменять покрытие детской площадки, благоустроить тротуар с торца дома №69 по ул. Винокурова.;56.1096236 47.46840365;1698;-100;[1698, 3253, 4773];Благоустройство и инфраструктура;0
бульвар Солнечный;20/1;2021-06-06 08:18:27.456000;Благоустройство остановок,территории,светафора.;56.1020102 47.3195717;1699;180;[1699, 1929, 3980, 4090, 4091, 5528];Благоустройство и инфраструктура;0
улица Промышленная;10;2021-06-11 02:15:11.694000;Благоустройство детской площадки по ул.Промышленная 10, ремонт кровли;56.1096627 47.16892518228343;1702;-400;[1702];Благоустройство и инфраструктура;0
бульвар А.Миттова;21;2021-06-11 09:42:45.753000;Покрытие возле подъездов не из доброкачественного материала, нужно поменять - весь мусор заходит в подъезд. Образовалась канава у арки, жкх не обращает на это внимание;56.112037150000006 47.19452034401719;1703;180;[1703, 5283, 6662, 8869, 8870, 9311];Благоустройство и инфраструктура;0
улица Эльменя;34;2021-06-04 22:53:51.993000;построить школу в Финской долине;56.123413549999995 47.181666983199854;1705;1638;[1705, 1729, 2029, 2507, 2662, 2720, 2941, 2977, 3043, 3103, 3456, 3610, 3760, 3811, 4115, 4152, 4625, 4767, 4805, 4817, 4818, 5448, 5496, 5683, 6389, 6484, 6907, 7065, 7641, 7683, 7802, 7810, 8258, 8458, 8618, 8725, 8914, 9039, 9505, 9775];Благоустройство и инфраструктура;0
бульвар А.Миттова;2;2021-06-12 05:34:11.862000;Нет крупного тц и фск;56.1166565 47.195357711161336;1706;-300;[1706];Благоустройство и инфраструктура;0
улица Нижняя;57;2021-06-06 22:51:47.126000;Улучшить вывоз мусора.;56.06949245 47.29856881890875;1707;-400;[1707];Жилищно-коммунальные услуги;0
улица Цивильская;7;2021-06-14 00:23:53.954000;Сделать тротуар к подходу к садику №73 и тротуар по проспекту Валькевича;56.12552650000001 47.27044841663475;1708;-400;[1708];Благоустройство и инфраструктура;0
улица Энтузиастов;13;2021-06-10 16:27:22.365000;дет площадку, оплату коммун.услуг одной квитанцией;56.1250807 47.196029949999996;1710;1126;[1709, 1710, 1956, 1957, 2163, 2164, 2274, 2793, 2794, 3277, 3278, 4094, 4095, 5444, 5445, 7712, 7713, 7728, 7729, 9272, 9273, 9448];Благоустройство и инфраструктура;0
улица Эльгера;4;2021-06-09 08:09:39.520000;Дорогу пусть сделают нам;56.1412172 47.17849544945975;1712;-200;[1712, 3480];Дороги;0
улица Чернышевского;29/1;2021-06-11 14:37:30.965000;Просьба отремонтировать пешеходную дорогу от Энтузиастов по М.Залка в сторону Финской долины;56.1215334 47.1747525;1715;982;[1715, 1851, 1852, 2331, 2509, 2937, 2938, 3538, 3613, 3614, 4912, 5008, 5500, 6272, 6273, 6423, 6549, 8264, 8951, 8952, 9123, 9183, 9184, 9307];Благоустройство и инфраструктура;0
улица Ленинского Комсомола;37/1;2021-06-08 17:29:30.261000;Благоустроить детскую площадку;56.1076681 47.2865661;1716;655;[1716, 2654, 3028, 3877, 4209, 4419, 4591, 5639, 5748, 6228, 7150, 7247, 7819, 7971, 8374, 8917];Благоустройство и инфраструктура;0
улица Молодежная;19;2021-06-07 19:56:54.649000;"""Ремонт дороги до магазина """"Восход""""""";56.1227297 47.3780209;1717;409;[1717, 1952, 2888, 4599, 4733, 6216, 6326, 8136, 9543, 9789];Дороги;0
улица Энтузиастов;23;2021-06-06 21:45:25.264000;лавочки во дворе;56.119312300000004 47.186738148382815;1718;248;[1713, 1718, 3642, 4016, 4888, 6851, 7149];Благоустройство и инфраструктура;0
улица Лукина;3;2021-06-13 12:35:19.071000;Достроить школу. ;56.1330376 47.15248473516455;1719;1596;[1719, 1835, 2041, 2045, 2323, 2763, 3061, 3839, 3944, 3976, 4008, 4012, 4038, 4042, 4384, 4764, 4765, 5096, 5157, 5315, 5426, 5745, 6124, 6156, 6170, 6711, 7075, 7399, 7539, 7625, 7687, 7790, 8048, 8216, 8660, 8683, 9175, 9176, 9443];Благоустройство и инфраструктура;0
улица Болгарстроя;1;2021-06-05 19:44:47.073000;Благоустройство территории возле дома.Уборка мусора.;56.07156165000001 47.28139695133929;1720;-200;[1720, 4493];Благоустройство и инфраструктура;0
улица Чернышевского;23/1;2021-06-07 23:39:10.807000;Мало школ, банкоматов;56.1215334 47.1747525;1721;180;[1721, 1797, 1798, 3068, 5038, 7203];Благоустройство и инфраструктура;0
проспект Тракторостроителей;52/1;2021-06-15 11:29:18.635000;Установить камеры на дом.;56.1199812 47.360066;1722;941;[1722, 2195, 2543, 3093, 3465, 3773, 4055, 4146, 4214, 4594, 4630, 4760, 5680, 5743, 5804, 5887, 6409, 6518, 7900, 8116, 8657, 9573, 9879];Благоустройство и инфраструктура;0
улица Ашмарина;34А;2021-06-05 21:50:27.660000;Нужны фонари и тротуар.;56.08127815 47.28430152258845;1723;1064;[1723, 2079, 3327, 3541, 3821, 4317, 4428, 4624, 4676, 4677, 5258, 5337, 5695, 6196, 6197, 6407, 6938, 7227, 7258, 7472, 7560, 7863, 7864, 7884, 8007, 8446];Благоустройство и инфраструктура;0
улица Чернышевского;36;2021-06-08 11:44:27.754000;Расширить стоянку для личных а/м жителей по ул.Чернышевского,д.36;56.1213595 47.17699861825572;1726;1024;[1726, 1784, 2118, 2166, 2293, 3936, 4003, 4045, 4366, 4981, 5144, 6354, 6974, 7159, 7481, 7488, 7583, 7670, 8383, 8650, 8651, 8809, 8849, 9159, 9236];Благоустройство и инфраструктура;0
